org_id,markt,naam,naam_aliassen,moeder_org_id,categorie,domein,beoordeelt_zelf,bewijs_citaat,bewijs_url,particulier,bron_particulier,omvang_medewerkers,lerenden_per_jaar,lerenden_diploma,lerenden_diploma_bron,aantal_opleidingen,cursusprijs,omzet_indicatie,geschatte_jaarwaarde,omvang_niveau,omvang_citaat,omvang_url,icp_status,blokkade_reden,close_lead_id,close_gecheckt_op,contact_zoekpoging,notities,laatst_bijgewerkt,bijgewerkt_door
org_mbozaak-brave-minds-bv,nl,MBOzaak / Brave Minds BV,,,,,Onbekend,,,Onbekend,,,,,,,,,,,,,kandidaat,,,,,"afgeleid uit de kolom Moeder / groep, niet zelf gekwalificeerd",2026-08-14,migratie
org_media-en-maatschappij,nl,Media en Maatschappij,Nationale Academie voor Media & Maatschappij; Nationale Academie voor Media en Maatschappij; NOMC,org_nationale-academie-voor-media-en-maatschappij,"Nationale Opleiding MediaCoach; eigen examen en certificaat, deelnemers schrijven een mediawijsheid-beleidsplan",nomc.nl,Ja,"""Het programma wordt afgesloten met een examen dat wanneer het succesvol wordt afgerond, recht geeft op het officiele Nationaal MediaCoach Certificaat. Het examen bestaat uit een theoretisch en een praktijkdeel."" —",https://www.nomc.nl/?view=article&id=711,Ja,NRTO-lid,,145,145,https://www.nomc.nl/,,,,10000,afgeleid,"'Al meer dan 2750 Nationaal MediaCoaches opgeleid in Nederland, Belgie, Sint Maarten en Curacao' plus 'Sinds 2007'. Rekensom: 2750 gediplomeerden over 19 jaar = circa 145 per jaar. Traject duurt 3 tot 6 maanden en eindigt met het Nationaal MediaCoach Certificaat, dus certificaatgericht maar kort.",https://www.nomc.nl/,gekwalificeerd,,,,,moeder-tekst: Nationale Academie voor Media en Maatschappij,2026-09-02,dante
org_medischinstituut,nl,Medischinstituut,,org_zelfstandig,Medisch-administratief (doktersassistent e.d.) (mbo),medischinstituut.nl,Ja,"Eigen site zegt letterlijk: ""Een officieel MBO-4 diploma dat erkend is door het Ministerie van Onderwijs, Cultuur & Wetenschap"" en ""Medischinstituut biedt de door het Ministerie erkende doktersassistenteopleiding aan volgens de Derde Leerweg"" (). CRKBO/NRTO/Inspectie-erkend, locatie Zoetermeer bevestigd, ook Medisch secretaresse. Derde leerweg = eigen examinering en eigen mbo-diploma. Sector medisch-administratief = veel geschreven werk, sterke fit. — [mbo-workflow 2026-08-07",https://medischinstituut.nl/opleidingen/doktersassistente-opleiding/,Ja,Rijkserkend niet-bekostigd mbo (DUO-register),,,,,2,,,,afgeleid,"DUO RIO mbo-onderwijslicenties, peildatum 2026-09-02: 2 actieve, van elkaar verschillende erkende opleidingen op naam van Medischinstituut (bekostigingscode ERKEND, dus niet-bekostigd)",https://onderwijsdata.duo.nl/dataset/c416acd1-e083-4ec6-9203-3b20f98fe143/resource/820dd8a0-231f-4284-8dbb-3e3c4cb1dfc2/download/mbo_onderwijslicenties.csv,gekwalificeerd,,,,"GEEN CONTACT: medischinstituut.nl noemt geen namen. Doktersassistent, meerdere locaties. Directeur via KvK.",moeder-tekst: Zelfstandig,2026-09-02,lead-sourcing-nl
org_medivus-opleidingen-bv,nl,Medivus opleidingen BV,,org_zelfstandig,"Zorg (particulier) (mbo) [eerder gedropt 2026-07-22 wegens geen citaat, akkoord Dante om terug te zetten 2026-08-07 na nieuw citaat]",,Ja,"Particuliere niet-bekostigde mbo-instelling in de zorg (Helpende ZW, Verzorgende IG, mbo-Verpleegkunde, Kraamverzorgende). Rijkserkend met eigen examinering. Letterlijk citaat: 'De opleidingen zijn rijkserkend en je ontvangt een erkend (crebo) diploma' (medivus.nl); site vermeldt dat onafhankelijke examencommissieleden bepalen wie in aanmerking komt voor een diploma. Sector zorg = sterk voor geschreven werk (praktijkopdrachten/portfolio). Trajecten 8-24 maanden. Alle poorten Ja. — [mbo-workflow 2026-08-07]",,Ja,Rijkserkend niet-bekostigd mbo (DUO-register),11-50 medewerkers (LinkedIn),300,300,https://www.medivus.nl/,9,,,90000,hard,"""300+ Studenten per jaar"" (teller op de eigen homepage, naast ""23 Programma's"" en ""330+ Zakelijke partners""). Aanbod is vrijwel volledig erkend mbo-diplomatraject (HZW, Verzorgende IG, MBO-Verpleegkunde, Kraamverzorgende). Niet-geverifieerd signaal elders: ""ruim 1000 studenten"".",https://www.medivus.nl/,gekwalificeerd,,,,,"Poort 0b duur, 2026-08-18: HAALT DE EIS. Grond: erkend mbo-diploma (structureel >1 jaar).",2026-09-02,lead-sourcing-nl
org_mij-een-zorg-opleiding-training-en-advies,nl,"Mij een zorg, opleiding, training en advies",,org_zelfstandig,Zorg & welzijn (mbo niv 2-3) (mbo),mijeenzorgopleiding.nl,Ja,"Eigen site mijeenzorgopleiding.nl biedt Verzorgende IG en Helpende plus en zegt letterlijk: ""De beroepsgerichte examens worden afgenomen in de praktijk door een examinerende begeleider of op school"" (). Programma bevat Nederlands, rekenen, burgerschap en LB (volwaardig mbo, Verzorgende IG crebo 25656). Poort 0 = zelf examineren (school/praktijk). Sector zorg = veel schriftelijk werk (zorgplannen, verslagen, portfolio). Iets minder hard bewijs dan de rest (geen expliciete rijkserkenning-zin op eigen site), maar examinering gebeurt zelf. — [mbo-workflow 2026-08-07",https://www.mijeenzorgopleiding.nl/opleidingen/helpende-zorg-welzijn/,Ja,Rijkserkend niet-bekostigd mbo (DUO-register),,,,,1,,,,afgeleid,"DUO RIO mbo-onderwijslicenties, peildatum 2026-09-02: 1 actieve, van elkaar verschillende erkende opleidingen op naam van Mij een zorg, opleiding, training en advies (bekostigingscode ERKEND, dus niet-bekostigd)",https://onderwijsdata.duo.nl/dataset/c416acd1-e083-4ec6-9203-3b20f98fe143/resource/820dd8a0-231f-4284-8dbb-3e3c4cb1dfc2/download/mbo_onderwijslicenties.csv,gekwalificeerd,,,,GEEN CONTACT: mijeenzorgopleiding.nl noemt geen namen. Verzorgende IG. Directeur via KvK.,moeder-tekst: Zelfstandig,2026-09-02,lead-sourcing-nl
org_mkpc-beroepsopleidingen-b-v,nl,MKPC Beroepsopleidingen B.V.,,org_zelfstandig,"Lean/Lean Six Sigma opleider, eigen exameninstituut (CRKBO 2026-08-05)",mkpc.nl,Ja,"""geheel onafhankelijk en door Cedeo gecertificeerd opleidings- en exameninstituut"" (); neemt examens zelf af, Green/Black Belt-trajecten meerdaags met eigen verbeterproject. Let op: Lean-belt, korte theorie + project, borderline poort 0b.",https://mkpc.nl/veelgestelde-vragen/,Ja,CRKBO-geregistreerd,,,,,,,,,,,,gekwalificeerd,,,,,moeder-tekst: Zelfstandig,2026-08-14,migratie
org_mooivakonderwijs,nl,Mooivakonderwijs,,org_zelfstandig,"Particulier vakonderwijs ambachten, eigen examencommissie",mooivakonderwijs.nl,Ja,"""De vakdocent van de module sluit de module af en beoordeelt (ook tussentijds) de kwaliteit van de verplichte opdrachten."" —",https://www.mooivakonderwijs.nl/actueel/alles-wat-je-moet-weten-over-de-vakopleiding-tot-glazenier/,Ja,"NRTO-lid, particuliere aanbieder",,1500,,,,,,21500,hard,"Eigen over-ons-pagina: ""1500+ cursisten per jaar"", ""90+ Verschillende soorten vakscholing"", ""30+ Vakspecialisten"". Geen uitsplitsing naar diplomatrajecten, en dat is hier het knelpunt: het overgrote deel zit in korte praktijkcursussen (Snelcursus metselen 5 praktijkdagen, Kluscursus voor beginners 10 lesdagen, Basiscursus elektra 4 lesdagen, Vaktraining Lak- en Latexspuiten 4-daagse). Slechts een aanbod is langlopend en diplomagericht: ""Glazenier - vakopleiding"" (58 lessen, erkend diploma). Bij een of twee klassen per jaar zijn dat hooguit enkele tientallen diploma-lerenden, daarom lerenden_diploma leeg gelaten.",https://mooivakonderwijs.nl/over-ons/,gekwalificeerd,,,,"NIET GEVONDEN: NIET GEVONDEN: NRTO-erkende opleider voor schoonheidsspecialisten, maar geen namen online, ook niet via Clay. Vraagt een telefoontje of een blik op hun LinkedIn-pagina.",moeder-tekst: Zelfstandig,2026-09-02,lead-sourcing-nl
org_mooiwel-academy,nl,Mooiwel Academy,,org_zelfstandig,Vermoedelijk zorg/welzijn; beoordelaar niet vindbaar - bellen,,Onbekend,Niet gevonden wie beoordeelt; site en examinering niet vindbaar in eerste zoekronde. Wel erkende niet-bekostigde mbo-instelling in DUO (OIE 32FN),,Ja,DUO-register: erkende niet-bekostigde mbo-instelling (OIE 32FN),,,,,2,,,,afgeleid,"DUO RIO mbo-onderwijslicenties, peildatum 2026-09-02: 2 actieve, van elkaar verschillende erkende opleidingen op naam van Mooiwel Academy (bekostigingscode ERKEND, dus niet-bekostigd)",https://onderwijsdata.duo.nl/dataset/c416acd1-e083-4ec6-9203-3b20f98fe143/resource/820dd8a0-231f-4284-8dbb-3e3c4cb1dfc2/download/mbo_onderwijslicenties.csv,kandidaat,,,,,moeder-tekst: Zelfstandig,2026-09-02,lead-sourcing-nl
org_nationaal-centrum-erfgoedopleidingen,nl,Nationaal Centrum Erfgoedopleidingen,,org_zelfstandig,Erfgoed/restauratie-vakopleidingen; beoordelaar niet vindbaar,erfgoedopleidingen.nl,Onbekend,"Restauratie-vakopleidingen met diploma-uitreikingen (""vond de feestelijke diploma-uitreiking plaats aan 17 studenten"") —  ; wie examineert/beoordeelt is niet gedocumenteerd",https://www.erfgoedopleidingen.nl/,Ja,NRTO-lid,,,,,,,,,,,,kandidaat,,,,,moeder-tekst: Zelfstandig,2026-08-14,migratie
org_nationale-academie-voor-media-maatschappij,nl,Nationale Academie voor Media & Maatschappij,,,,,Onbekend,,,Onbekend,,,,,,,,,,,,,geblokkeerd,"Dubbele rij van org_media-en-maatschappij (nomc.nl). Niet benaderen, gebruik die rij. Samengevoegd 02-09-2026.",,,,"afgeleid uit berichten, niet gekwalificeerd door agent 1",2026-09-02,dante
org_nationale-academie-voor-media-en-maatschappij,nl,Nationale Academie voor Media en Maatschappij,,,,,Onbekend,,,Onbekend,,,,,,,,,,,,,geblokkeerd,"Dubbele rij van org_media-en-maatschappij (nomc.nl). Niet benaderen, gebruik die rij. Samengevoegd 02-09-2026.",,,,"afgeleid uit de kolom Moeder / groep, niet zelf gekwalificeerd",2026-09-02,dante
org_navitas,nl,Navitas,,,,,Onbekend,,,Onbekend,,,,,,,,,,,,,kandidaat,,,,,"afgeleid uit de kolom Moeder / groep, niet zelf gekwalificeerd",2026-08-14,migratie
org_ncoi-opleidingen,nl,NCOI Opleidingen,,org_salta-group,"[AL IN CLOSE - Nurturing, niet koud benaderen] Grootste particuliere hbo/post-hbo opleider voor werkende professionals",ncoi.nl,Ja,"""Ze worden alleen ter correctie voorgelegd aan de beoordelaar van de opleiding en, indien noodzakelijk, aan een tweede beoordelaar"" en ""Als je scriptie door je begeleider en een onafhankelijker beoordelaar als verdedigbaar is beoordeeld..."" —",https://www.ncoi.nl/vragen/Examens-en-afronding.html,Ja,"Particuliere opleider, betaalde opleidingen — zelfde bron",,,,,,,,,,,,geblokkeerd,"Salta-label. Salta zit in Close, geen losse koude outreach. Stond ten onrechte op gekwalificeerd, gecorrigeerd 02-09-2026.",,,,moeder-tekst: Salta Group,2026-09-02,dante
org_nederlands-compliance-instituut,nl,Nederlands Compliance Instituut,,org_certify360-edtech-group,"Leergangen compliance, integriteit en witwasbestrijding; eigen examencommissie plus praktijkopdracht, meerkeuzetoetsen extern",compliance-instituut.nl,Ja,"""De examencommissie is verantwoordelijk voor de organisatie en kwaliteit van de examens. De leden worden benoemd door de directie van het NCI."" Let op: ""Voor enkele toetsen, waaronder de zelfstudietoets en eindtoetsen van LCO en LCP, is EUREKA als examinator benoemd."" —",https://compliance-instituut.nl/examenreglement,Ja,NRTO-lid via Lindenhaeghe Groep,,,,,,,,,onbekend,,,gekwalificeerd,,,,,moeder-tekst: Certify360 EdTech Group (Lindenhaeghe Groep),2026-09-02,lead-sourcing-nl
org_nederlands-talen-instituut,nl,Nederlands Talen Instituut,,org_salta-group,"[AL IN CLOSE - Nurturing via moeder, niet koud benaderen] Zorg/welzijn/onderwijs/administratie (mbo)",,Ja,"Poort 0 = Ja: NTI is rijkserkend particulier opleider die wettelijk erkende mbo-diploma's uitreikt. Citaat: ""NTI is door de Minister van Onderwijs, Cultuur en Wetenschap ... aangewezen als erkende"" instelling en biedt ""wettelijk erkende mbo-opleidingen"" (nti.nl/mbo). Sector-fit STERK: MBO Onderwijsassistent, Doktersassistent, Sociaal Werker, Verzorgende IG, plus administratie/economie. Veel verslagen, portfolio's, geschreven werk. Duur ruim > 2 weken (meerjarige mbo-trajecten). — [mbo-workflow 2026-08-07]",,Ja,Rijkserkend niet-bekostigd mbo (DUO-register),,,,,,,,,,,,geblokkeerd,"GEBLOKKEERD stap 0: NTI is sinds 2014 onderdeel van Salta Group. Geen koude outreach, deal loopt via de moeder (al in Close).",,,"GEEN CONTACT: GEBLOKKEERD stap 0: NTI is sinds 2014 onderdeel van Salta Group. Geen koude outreach, deal loopt via de moeder (al in Close).",moeder-tekst: Salta Group (sinds 2014),2026-08-14,migratie
org_nederlandse-academie-voor-beeldcreatie,nl,Nederlandse Academie voor Beeldcreatie,,org_stichting-de-nederlandse-fotovakschool,"Fotoacademie en filmacademie, 4 locaties, creatieve bachelors deeltijd",navb.nl,Ja,"""Op de beoordelingsformulieren zijn beoordelingscriteria geformuleerd, die de examinatoren afzonderlijk van een 0, 1, 2 of 3 voorzien."" —",https://publicaties.nvao.net/60c7520a84b2f_010056%20advies%20Beeldcreatie%20hbo-ba%20Film%20en%20Audiovisuele%20Media.pdf,Ja,Alle opleidingen NIET_BEKOSTIGD in het DUO-erkenningenregister — https://onderwijsdata.duo.nl/dataset/overzicht-erkenningen-ho (9 opleidingen); bevoegd gezag Stichting de Nederlandse Fotovakschool,,,,,2,,,,afgeleid,"DUO RIO ho-onderwijslicenties, peildatum 2026-09-02: 2 actieve, van elkaar verschillende erkende opleidingen op naam van Nederlandse Academie voor Beeldcreatie (bekostigingscode RECHTSPERSOON_HO, dus niet-bekostigd)",https://onderwijsdata.duo.nl/dataset/c416acd1-e083-4ec6-9203-3b20f98fe143/resource/a20cef1d-173d-403c-86c0-91f22f45877b/download/ho_onderwijslicenties.csv,gekwalificeerd,,,,,"Poort 0b duur, 2026-08-18: HAALT DE EIS. Grond: NVAO bachelor/master (structureel >1 jaar).",2026-09-02,lead-sourcing-nl
org_nederlandse-orde-van-belastingadviseurs-nob-beroepsopleiding,nl,Nederlandse Orde van Belastingadviseurs (NOB) Beroepsopleiding,,org_zelfstandig,Fiscale beroepsopleiding,nob.net,Ja,"Private beroepsvereniging/stichting; verplichte 3-jarige Beroepsopleiding Belastingadviseurs waarin eigen docenten schriftelijk werk beoordelen. Citaat: ""Voor het overgrote deel van de cursussen moet een voorbereidingsopdracht worden gemaakt, waarvan het resultaat wordt beoordeeld door de docent."" (). Duur >2 weken. NB: opleiding kent geen centraal examen; beoordeling betreft schriftelijke voorbereidingsopdrachten (relatief kort werk). — [HO/postac-workflow 2026-08-07",https://www.nob.net/wp-content/uploads/2024/01/Voorwaarden-Beroepsopleiding-Belastingadviseurs-def.pdf,Ja,Niet-bekostigd HO / postacademisch (DUO-register / NVAO),,6271,1502,https://www.nob.net/jaarverslag-2025/stichting-opleiding-belastingadviseurs-2025/beroepsopleiding-belastingadviseurs-2025/,,,,51500,hard,"""Op 1 januari 2025 bedroeg het aantal 1416, per einde van het verslagjaar 1502."" / ""De opleiding is in 2025 door 337 (2024: 336) cursisten afgerond."" / ""In totaal waren er 6271 (2025: 6191) deelnemers."" LET OP: de 6271 zijn cursusdeelnames over 325 cursussen, dus dubbeltellingen; 1502 aspirant-leden is het aantal unieke lerenden in het meerjarige diplomatraject.",https://www.nob.net/jaarverslag-2025/stichting-opleiding-belastingadviseurs-2025/beroepsopleiding-belastingadviseurs-2025/,gekwalificeerd,,,,,moeder-tekst: Zelfstandig,2026-09-02,lead-sourcing-nl
org_netherlands-business-academy,nl,Netherlands Business Academy,,org_zelfstandig,"MBA en master finance en management voor executives, deeltijd",publicaties.nvao.net,Ja,"""De praktijkgerichte paper wordt extern beoordeeld door onafhankelijke onderwijskundigen en vormt minimaal 70% van de eindbeoordeling van de module."" —",https://publicaties.nvao.net/561230572dac8_003118%20rapport%20NBA%20hbo-ma%20Finance%20and%20Control.pdf,Ja,Alle opleidingen NIET_BEKOSTIGD in het DUO-erkenningenregister — https://onderwijsdata.duo.nl/dataset/overzicht-erkenningen-ho (36 opleidingen),,10,20,https://publicaties.nvao.net/prd/AV-1491_20230215_Rapport_Rapport%20HVdS_MBA_NLBA.2022.v2.1.pdf,3,,,30000,hard,"NVAO-beoordelingsrapport MBA (29 juni 2022): ""Het gaat om een kleinschalige opleiding; de instroom in oktober 2021 bedroeg 9 studenten."" en ""In oktober 2021 zijn er 9 studenten ingestroomd, in maart 2022 een."" Dus 10 instromers in 2021-2022; bij een nominale duur van 2 jaar zijn dat ca. 20 tegelijk ingeschreven in de MBA, plus wat het panel ""het (grote) aantal langstudeerders"" noemt. Studiekeuze123 meldt ""Opleidingen: 3"" en ""Studenten: -""; voor de Executive MSc, post-hbo en masterclasses zijn geen aantallen gevonden.",https://publicaties.nvao.net/prd/AV-1491_20230215_Rapport_Rapport%20HVdS_MBA_NLBA.2022.v2.1.pdf,gekwalificeerd,,,,,"Poort 0b duur, 2026-08-18: HAALT DE EIS. Grond: NVAO bachelor/master (structureel >1 jaar).",2026-09-02,lead-sourcing-nl
org_nevi,nl,Nevi,,org_zelfstandig,"Beroepsvereniging en opleider inkoop, contract- en supply management",nevi.nl,Ja,"Eigen examens en examenreglement: ""Wanneer je je inschrijft voor je examen, ga je akkoord met het examenreglement."" Het praktijkexamen bestaat uit een portfolio en een mondeling examen; per module een individuele examenopdracht die wordt ingeleverd —",https://nevi.nl/opleidingen/nevi-2-publiek,Ja,Beroepsvereniging met betaalde opleidingen en examens — nevi.nl/opleidingen,,,,,14,7952,,,onbekend,"CORRECTIE op de eerdere invoer. De eerder vastgelegde 10.000 is geen lerendenaantal: over-nevi zegt 'Community van meer dan 10.000 professionals', dat zijn leden. Daarnaast 'Meer dan 50 korte trainingen, masterclasses en leergangen' en '14 opleidingen gevonden' in het opleidingenoverzicht, allemaal aanbod, geen deelnemers. Nevi publiceert geen deelnemers- of gediplomeerdenaantallen en heeft geen jaarverslag online.",https://www.nevi.nl/over-nevi,gekwalificeerd,,,,,"Poort 0b duur, 2026-08-18: HAALT DE EIS. Grond: gemeten: 18 mnd.",2026-09-02,lead-sourcing-nl
org_newcare-college,nl,NewCare College,,org_zelfstandig,"Zorg & welzijn (Verzorgende IG, mbo niv 3) (mbo)",newcarecollege.nl,Ja,"Eigen site zegt letterlijk: ""Bij het New Care College volg je erkende mbo-opleidingen. Dat wil zeggen dat je een officieel diploma ontvangt en dat de kwaliteit van ons onderwijs is erkend door het ministerie van Onderwijs"" (). Eigen CREBO (Verzorgende IG, crebo 25656) en eigen examenreglement/examencommissie (PDF's in de footer). Poort 0 = zelf examineren + eigen diploma. Sector zorg = veel verslagen/portfolio, sterke fit. — [mbo-workflow 2026-08-07",https://newcarecollege.nl/opleidingen/,Ja,Rijkserkend niet-bekostigd mbo (DUO-register),2-10 medewerkers (LinkedIn),,,,2,,,,afgeleid,"DUO RIO mbo-onderwijslicenties, peildatum 2026-09-02: 2 actieve, van elkaar verschillende erkende opleidingen op naam van NewCare College (bekostigingscode ERKEND, dus niet-bekostigd)",https://onderwijsdata.duo.nl/dataset/c416acd1-e083-4ec6-9203-3b20f98fe143/resource/820dd8a0-231f-4284-8dbb-3e3c4cb1dfc2/download/mbo_onderwijslicenties.csv,gekwalificeerd,,,2026-08-18,,"Poort 0b duur, 2026-08-18: HAALT DE EIS. Grond: gemeten: 24 mnd.",2026-09-02,lead-sourcing-nl
org_nha,nl,NHA,NHA Cursussen en Opleidingen|Nederlandse Handels Academie,org_maxwell-holding,Groot thuisstudie-instituut; erkende beroepsopleidingen + vo-staatsexamentrajecten; structureel docent-nakijkwerk op ingestuurd huiswerk,nha.nl,Ja,"Thuisstudie-opleider met 700+ opleidingen incl. door OCW erkende beroepsopleidingen; ""Persoonlijke begeleiding van vakdocenten uit de praktijk"" —  ; huiswerk wordt door de docent nagekeken en beoordeeld met een cijfer, doorgaans binnen 1-2 dagen, via leeromgeving Plaza (reviews: https://www.cursusreviews.nl/reviews/nha/",https://www.nha.nl/,Ja,"NRTO-lid, particulier thuisstudie-instituut (Panningen)",139 medewerkers,,,,,,,,onbekend,,,gekwalificeerd,,,,,"NHA publiceert alleen een cumulatief cijfer: op nha.nl/over-nha staat 2.000.000+ studenten over 90 jaar afstandsonderwijs. Geen jaarcijfer op de eigen site. Derde partijen noemen circa 10.000 cursisten per jaar maar dat is op geen bronpagina te verifieren, dus niet overgenomen. Bellen of vragen bij contact.",2026-09-02,lead-sourcing-nl
org_nia-academie,nl,NIA Academie,,org_zelfstandig,Particuliere interieuropleiding met eigen portfolio-examen,nia-academie.nl,Ja,"""De examencommissie bestaat uit een gecommitteerde uit de praktijk en uit een docent."" —",https://www.nia-academie.nl/over-nia/nia-portfolio-examen-diploma,Ja,"NRTO-lid, particuliere aanbieder",,,80,https://www.nia-academie.nl/interieuropleiding,,,,,afgeleid,"Geen aantal gepubliceerd; site zegt alleen ""honderden interieurontwerpers en -stylisten opgeleid"" (cumulatief). Rekensom: 8 leslocaties (Amsterdam Bos en Lommer, Amsterdam Loods 6, Amsterdam Zuid, Arnhem, Eindhoven, Nieuwegein, Rotterdam, Zwolle) x 1 startgroep per jaar x groepsgrootte 10 (midden van NIAs eigen norm ""minimaal 8 en maximaal 12 personen"") = ca. 80 instromers per jaar in Fase 1 van de driefasige Interieuropleiding (anderhalf jaar, examen in Fase 3). Groepsnorm staat op een losse cursuspagina, niet op de opleidingspagina.",https://www.nia-academie.nl/interieuropleiding,gekwalificeerd,,,,,moeder-tekst: Zelfstandig,2026-09-02,lead-sourcing-nl
org_nibe-svv-opleidingen,nl,NIBE-SVV Opleidingen,,org_salta-group,"Particuliere opleider en exameninstituut financiele dienstverlening (Wft, DSI/ESMA)",nibesvv.nl,Ja,"ESMA Vaardighedenexamen: praktijkcasus met open vragen, beoordeeld tegen een ""Normantwoord"" per ESMA-competentie —",https://www.nibesvv.nl/demo-vragen-esma-examens/esma-vaardighedenexamenn-informeren-beleggen-retail,Ja,"Onderdeel van Salta Group, betalende deelnemers, geen publieke bekostiging — https://www.nibesvv.nl/over-nibe-svv",,,,,,,,,,,,geblokkeerd,"Salta-label. Salta zit in Close, geen losse koude outreach (Dante, 02-09-2026).",,,GEEN CONTACT: Valt onder Salta Group. Niet los benaderen.,moeder-tekst: Salta Group (sinds 2014),2026-09-02,dante
org_nieuw-mbo,nl,Nieuw MBO,,org_zelfstandig,Luchtvaartdienstverlener mbo-4 mogelijk interessant; examinering checken (bel-route),nieuwmbo.nl,Onbekend,"Erkend voor mbo 2-4 (stewardess/grondsteward niveau 4, beveiliger 2-3) —  ; wie de examens voor de luchtvaartopleiding afneemt is niet gedocumenteerd; beveiligersexamens liggen wettelijk bij SVPB (dat deel valt af",https://nieuwmbo.nl/nieuw-mbo-erkend-mbo/,Ja,DUO-register: erkende niet-bekostigde mbo-instelling (OIE 29WT),,,,,7,,,,afgeleid,"DUO RIO mbo-onderwijslicenties, peildatum 2026-09-02: 7 actieve, van elkaar verschillende erkende opleidingen op naam van Nieuw MBO (bekostigingscode ERKEND, dus niet-bekostigd)",https://onderwijsdata.duo.nl/dataset/c416acd1-e083-4ec6-9203-3b20f98fe143/resource/820dd8a0-231f-4284-8dbb-3e3c4cb1dfc2/download/mbo_onderwijslicenties.csv,kandidaat,,,,,moeder-tekst: Zelfstandig,2026-09-02,lead-sourcing-nl
org_nipa-eindhoven-b-v,nl,NIPA Eindhoven B.V.,NIPA Eindhoven B.V. (NIPA Opleidingen / Zorgdidact),org_zelfstandig,Erkende particuliere MBO-4 zorgopleider (CRKBO 2026-08-05),nipaopleidingen.nl,Ja,"Erkend MBO-4 diploma (doktersassistent, verzorgende IG, triagist): kosten ""inclusief studiebegeleiding, toetsen en examens""; NIPA reikt zelf het door OCW erkende MBO-4 diploma uit en neemt toetsen/examens zelf af. Avondopleiding 17-18 mnd, 58 lesweken. —",https://www.nipaopleidingen.nl/doktersassistenten-avondopleiding/,Ja,CRKBO-geregistreerd + erkend MBO-4,2-10 medewerkers (LinkedIn),,,,,,,,,,,gekwalificeerd,,,2026-08-18,,"Poort 0b duur, 2026-08-18: HAALT DE EIS. Grond: erkend mbo-diploma (structureel >1 jaar).",2026-08-20,lead-sourcing-nl
org_nive-opleidingen,nl,NIVE Opleidingen,,org_freia-groep,"Controllersopleidingen (HOFAM, Professional Controller); eigen correctoren en schriftelijke toetsen",niveopleidingen.nl,Ja,"""Je wordt op twee manieren getoetst: via schriftelijke toetsen en praktijkgerichte opdrachten."" —  ; OER definieert de ""Corrector: degene die een kandidaat beoordeelt op kennis, inzicht en vaardigheden bij schriftelijke examens""",https://niveopleidingen.nl/opleiding/professional-controller-pc/,Ja,"NRTO-lid, CPION-erkend, SHBO-diploma",,,,,,,,,,,,gekwalificeerd,,,,,moeder-tekst: Freia Groep,2026-08-14,migratie
org_nivre-geaccrediteerd,nl,NIVRE-geaccrediteerd,,,,,Onbekend,,,Onbekend,,,,,,,,,,,,,kandidaat,,,,,"afgeleid uit de kolom Moeder / groep, niet zelf gekwalificeerd",2026-08-14,migratie
org_nl-mode-academie,nl,NL Mode Academie,,org_zelfstandig,Mode-opleider met mbo-4-traject en portfolio-opleidingen; beoordelaar niet vindbaar,nlmodeacademie.nl,Onbekend,"Niet gevonden wie beoordeelt. Wel eigen erkende opleidingen: ""Vakspecialist Ondernemer (1 jaar) - Je mbo-4 diploma binnen 1 jaar!"" en designer-/stylingopleidingen met portfolio —  ; examinering niet gedocumenteerd",https://www.nlmodeacademie.nl/,Ja,NRTO-lid,,,,,2,,,,afgeleid,"DUO RIO mbo-onderwijslicenties, peildatum 2026-09-02: 2 actieve, van elkaar verschillende erkende opleidingen op naam van NL Mode Academie (bekostigingscode ERKEND, dus niet-bekostigd)",https://onderwijsdata.duo.nl/dataset/c416acd1-e083-4ec6-9203-3b20f98fe143/resource/820dd8a0-231f-4284-8dbb-3e3c4cb1dfc2/download/mbo_onderwijslicenties.csv,kandidaat,,,,,moeder-tekst: Zelfstandig,2026-09-02,lead-sourcing-nl
org_nob-beroepsopleiding-belastingadviseurs,nl,NOB Beroepsopleiding (Belastingadviseurs),,,,,Onbekend,,,Onbekend,,,,,,,,,,,,,kandidaat,,,,,"afgeleid uit haakjes, niet gekwalificeerd door agent 1",2026-08-14,migratie
org_nog-te-checken,nl,Nog te checken,,,,,Onbekend,,,Onbekend,,,,,,,,,,,,,kandidaat,,,,,"afgeleid uit de kolom Moeder / groep, niet zelf gekwalificeerd",2026-08-14,migratie
org_novi-hogeschool,nl,NOVI Hogeschool,,org_stichting-hoger-onderwijs-novi-hogeschool-novi-b-v,"Privaat hbo (IT), aangewezen instelling (rpho)",publicaties.nvao.net,Ja,"NVAO-rapport: ""ongeveer 25% schriftelijke theorietoetsen en 75% de praktijkopdrachten"", met vier-ogen principe —",https://publicaties.nvao.net/ACCR_009686_24HR-34035_Rapport_2021.pdf,Ja,"Hbo-ICT kost EUR 30.000 totaal, aangewezen instelling zonder bekostiging — https://www.novi.nl/hbo-ict/",,,,,,,,,,,,gekwalificeerd,,,,,moeder-tekst: Stichting Hoger Onderwijs NOVI / Hogeschool NOVI B.V.,2026-08-14,migratie
